customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-11487,Female,1,Yes,Yes,53,Yes,No,No,No,Month-to-month,No,Credit card (automatic),20.43,1056.45,No
CUST-11488,Male,0,No,No,15,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,23.7,351.79,Yes
CUST-11489,Female,0,No,Yes,16,Yes,Fiber optic,Yes,No,Two year,Yes,Bank transfer (automatic),82.75,1305.3,Yes
CUST-11490,Female,0,No,No,1,Yes,Fiber optic,No internet service,No,One year,No,Bank transfer (automatic),57.13,57.93,No
CUST-11491,Male,0,No,Yes,0,Yes,DSL,Yes,No,Two year,Yes,Bank transfer (automatic),47.9,,No
CUST-11492,Female,1,No,No,25,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,91.42,2370.82,No
CUST-11493,Female,0,No,No,0,Yes,DSL,No,No internet service,Month-to-month,Yes,Mailed check,51.44,,No
CUST-11494,Female,0,Yes,No,33,No,DSL,No,No,Month-to-month,Yes,Electronic check,56.0,1674.84,Yes
CUST-11495,Male,0,Yes,No,22,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.64,592.15,Yes
CUST-11496,Female,0,No,No,6,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),112.28,607.75,No
CUST-11497,Female,0,Yes,No,5,Yes,No,No internet service,No,Two year,No,Electronic check,44.14,224.25,No
CUST-11498,Male,0,Yes,Yes,19,Yes,DSL,No,No internet service,Two year,Yes,Credit card (automatic),51.43,970.49,No
CUST-11499,Female,0,Yes,Yes,27,Yes,No,No internet service,No,Month-to-month,No,Mailed check,18.94,527.72,No
CUST-11500,Female,0,Yes,Yes,7,Yes,DSL,No internet service,No,One year,Yes,Mailed check,75.29,520.44,No
CUST-11501,Male,0,Yes,Yes,4,Yes,Fiber optic,No,No,Two year,No,Bank transfer (automatic),106.81,386.21,No
CUST-11502,Male,0,No,No,5,Yes,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,84.71,383.94,Yes
CUST-11503,Male,0,Yes,Yes,25,Yes,DSL,No,No,Two year,Yes,Credit card (automatic),51.87,1258.36,No
CUST-11504,Male,0,No,No,10,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),71.73,670.42,Yes
CUST-11505,Male,0,No,No,10,Yes,No,No,No,One year,No,Credit card (automatic),18.0,177.42,No
CUST-11506,Female,0,No,Yes,24,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),90.87,2209.62,Yes
CUST-11507,Female,0,No,No,5,No,No,No internet service,No,Month-to-month,No,Electronic check,23.39,115.63,No
CUST-11508,Female,1,No,No,6,Yes,Fiber optic,No internet service,No,Two year,No,Credit card (automatic),104.4,566.19,No
CUST-11509,Female,0,No,No,36,Yes,Fiber optic,Yes,No,One year,No,Credit card (automatic),103.09,3889.69,No
CUST-11510,Female,0,Yes,No,58,No,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),108.69,6044.94,No
CUST-11511,Female,1,Yes,No,42,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,111.46,4452.47,Yes
CUST-11512,Female,0,No,Yes,1,Yes,Fiber optic,No,No,One year,Yes,Electronic check,88.14,83.54,Yes
CUST-11513,Male,0,Yes,Yes,0,Yes,DSL,No internet service,No,One year,Yes,Mailed check,39.76,,No
CUST-11514,Male,0,Yes,Yes,6,Yes,Fiber optic,Yes,No internet service,One year,Yes,Electronic check,74.74,412.16,No
CUST-11515,Male,0,Yes,No,72,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,80.05,5218.37,No
CUST-11516,Male,0,No,No,10,Yes,DSL,No,No,Month-to-month,No,Bank transfer (automatic),60.29,597.4,No
CUST-11517,Female,0,Yes,No,10,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,97.74,961.73,Yes
CUST-11518,Male,0,No,No,9,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,25.98,224.19,Yes
CUST-11519,Male,0,No,No,54,Yes,Fiber optic,No,No,Two year,No,Credit card (automatic),92.79,4776.8,No
CUST-11520,Female,0,Yes,No,41,Yes,DSL,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.47,2536.72,No
CUST-11521,Male,1,Yes,Yes,12,Yes,Fiber optic,No internet service,No,One year,No,Electronic check,81.82,973.32,No
CUST-11522,Male,0,Yes,Yes,14,Yes,Fiber optic,Yes,No,Two year,No,Bank transfer (automatic),108.04,1583.06,No
CUST-11523,Male,0,Yes,Yes,72,No,DSL,No,No,Month-to-month,No,Mailed check,34.69,2392.21,No
CUST-11524,Female,0,No,No,60,Yes,Fiber optic,No internet service,No,One year,No,Credit card (automatic),82.58,4591.49,Yes
CUST-11525,Female,0,No,No,17,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,87.82,1498.63,No
CUST-11526,Female,0,No,No,15,Yes,DSL,No,No internet service,Month-to-month,No,Bank transfer (automatic),65.8,1029.25,No
CUST-11527,Female,0,No,Yes,10,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,58.21,594.84,No
CUST-11528,Male,1,No,No,1,Yes,DSL,Yes,No,Two year,Yes,Electronic check,52.19,51.92,No
CUST-11529,Male,0,Yes,No,17,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,54.78,969.86,No
CUST-11530,Male,0,No,No,3,Yes,DSL,No,No,Month-to-month,No,Electronic check,57.51,166.04,Yes
CUST-11531,Male,0,Yes,No,18,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,61.91,1088.47,Yes
CUST-11532,Male,0,No,No,2,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),31.51,61.33,No
CUST-11533,Male,0,Yes,No,0,Yes,DSL,Yes,No internet service,One year,Yes,Bank transfer (automatic),55.89,,No
CUST-11534,Female,1,No,No,72,Yes,DSL,No,No internet service,Two year,Yes,Electronic check,63.61,4194.57,No
CUST-11535,Female,0,Yes,No,4,Yes,DSL,No,No,Month-to-month,No,Credit card (automatic),62.42,234.3,Yes
CUST-11536,Female,0,No,No,11,No,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),50.87,575.86,Yes
CUST-11537,Female,0,Yes,No,2,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),19.15,34.9,No
CUST-11538,Male,1,No,No,64,Yes,No,No,No,Month-to-month,Yes,Electronic check,41.93,2675.9,No
CUST-11539,Female,0,Yes,No,65,Yes,DSL,No,Yes,One year,No,Mailed check,72.1,4245.03,No
CUST-11540,Male,1,Yes,No,12,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,97.09,1156.56,No
CUST-11541,Female,0,No,No,35,Yes,DSL,No,No,One year,Yes,Electronic check,70.73,2363.96,No
CUST-11542,Female,0,Yes,No,3,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),32.76,97.7,No
CUST-11543,Male,0,No,No,14,Yes,No,No,No,Two year,Yes,Mailed check,23.46,308.37,No
CUST-11544,Male,0,Yes,No,13,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,62.28,769.98,No
CUST-11545,Male,1,Yes,No,5,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,120.0,604.11,Yes
CUST-11546,Female,0,Yes,No,19,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,75.55,1415.76,No
CUST-11547,Male,0,Yes,No,8,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer (automatic),67.72,560.03,No
CUST-11548,Female,0,No,Yes,21,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,85.3,1846.63,No
CUST-11549,Male,0,Yes,No,27,Yes,Fiber optic,No,Yes,One year,Yes,Credit card (automatic),95.7,2434.34,No
CUST-11550,Male,0,Yes,No,51,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),118.28,6095.82,Yes
CUST-11551,Female,0,No,No,36,No,No,No,No internet service,Month-to-month,Yes,Electronic check,22.76,795.58,Yes
CUST-11552,Male,0,Yes,No,57,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,94.26,5262.47,Yes
CUST-11553,Male,1,No,No,27,No,DSL,No internet service,No,Two year,Yes,Bank transfer (automatic),61.28,1703.65,No
CUST-11554,Female,0,No,No,11,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),25.67,266.49,No
CUST-11555,Female,0,No,No,72,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,72.35,5088.86,No
CUST-11556,Female,0,No,No,31,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.91,1022.0,No
CUST-11557,Female,0,Yes,No,8,Yes,No,No,Yes,Two year,No,Credit card (automatic),31.35,230.51,No
CUST-11558,Female,0,Yes,No,30,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.6,2861.3,Yes
CUST-11559,Male,0,No,No,7,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,38.18,278.18,Yes
CUST-11560,Male,1,Yes,Yes,19,Yes,Fiber optic,Yes,No,Two year,Yes,Mailed check,85.07,1568.63,No
CUST-11561,Female,0,Yes,No,4,Yes,No,No,Yes,Two year,No,Mailed check,25.69,97.5,No
CUST-11562,Female,1,Yes,No,15,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,118.53,1787.66,No
CUST-11563,Female,0,No,No,38,Yes,Fiber optic,No,No,One year,Yes,Credit card (automatic),88.89,3148.02,No
CUST-11564,Male,1,Yes,No,5,Yes,DSL,No,No,One year,No,Credit card (automatic),55.44,269.06,No
CUST-11565,Male,0,No,No,1,Yes,No,No,No internet service,Month-to-month,No,Mailed check,34.37,32.34,Yes
CUST-11566,Female,0,No,No,7,Yes,Fiber optic,No,Yes,Two year,Yes,Mailed check,97.38,634.96,No
CUST-11567,Female,0,Yes,No,72,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,89.55,6402.53,Yes
CUST-11568,Female,0,No,Yes,12,Yes,DSL,No internet service,Yes,Two year,Yes,Mailed check,54.2,662.98,No
CUST-11569,Female,1,No,No,4,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,32.76,128.94,No
CUST-11570,Female,0,No,Yes,36,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,28.04,1013.24,No
CUST-11571,Female,0,Yes,No,3,Yes,DSL,Yes,No,Month-to-month,No,Bank transfer (automatic),57.07,158.93,No
CUST-11572,Female,0,No,No,6,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),18.08,110.49,No
CUST-11573,Male,0,Yes,Yes,60,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer (automatic),67.73,3841.6,No
CUST-11574,Female,0,Yes,Yes,6,Yes,DSL,No,No,One year,No,Credit card (automatic),59.13,364.53,No
CUST-11575,Female,0,No,No,40,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),61.53,2313.61,No
CUST-11576,Female,1,No,No,8,Yes,DSL,No internet service,No,One year,Yes,Electronic check,49.12,383.34,No
CUST-11577,Female,0,No,No,22,Yes,DSL,No,Yes,Two year,Yes,Electronic check,83.23,1901.12,No
CUST-11578,Female,1,Yes,No,72,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.84,6240.67,No
CUST-11579,Male,0,Yes,No,14,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,55.73,740.66,Yes
CUST-11580,Male,0,Yes,Yes,43,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,59.92,2696.15,No
CUST-11581,Female,0,Yes,No,42,Yes,No,Yes,No,Two year,No,Credit card (automatic),18.0,763.52,No
CUST-11582,Female,0,No,No,0,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,91.32,,No
CUST-11583,Male,1,Yes,No,6,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,63.35,368.98,No
CUST-11584,Male,0,No,No,41,Yes,DSL,No internet service,No,Two year,Yes,Credit card (automatic),63.66,2471.28,No
CUST-11585,Male,0,No,Yes,36,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),18.0,593.44,No
CUST-11586,Male,0,Yes,No,27,Yes,DSL,No,Yes,One year,Yes,Bank transfer (automatic),55.7,1477.54,No
CUST-11587,Male,0,Yes,No,4,Yes,Fiber optic,No,No,One year,Yes,Credit card (automatic),93.13,345.02,No
CUST-11588,Male,0,Yes,No,11,Yes,DSL,No,No internet service,Two year,No,Mailed check,51.21,577.17,No
CUST-11589,Female,0,Yes,No,6,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),68.38,424.13,Yes
CUST-11590,Female,0,Yes,No,70,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Credit card (automatic),70.44,4798.81,No
CUST-11591,Female,0,Yes,No,20,Yes,Fiber optic,Yes,No,One year,No,Electronic check,94.75,1762.44,No
CUST-11592,Male,0,Yes,No,10,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),24.72,248.58,No
CUST-11593,Female,0,No,No,26,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),31.69,753.97,Yes
CUST-11594,Male,0,No,Yes,5,Yes,No,Yes,No,Two year,No,Credit card (automatic),37.39,176.37,No
CUST-11595,Female,0,No,No,0,No,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),63.02,,Yes
CUST-11596,Male,0,No,Yes,72,Yes,DSL,No,No,Month-to-month,Yes,Credit card (automatic),35.72,2696.39,No
CUST-11597,Female,0,Yes,No,2,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,61.84,123.61,Yes
CUST-11598,Female,0,Yes,No,37,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,48.41,1829.18,No
CUST-11599,Female,0,Yes,Yes,27,Yes,DSL,No internet service,No,One year,No,Electronic check,35.7,1003.74,Yes
CUST-11600,Female,0,No,No,23,Yes,Fiber optic,Yes,No,Two year,Yes,Bank transfer (automatic),57.29,1356.95,No
CUST-11601,Male,0,Yes,Yes,11,Yes,No,No internet service,No internet service,Two year,No,Mailed check,28.55,319.91,No
CUST-11602,Female,0,No,No,52,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,45.17,2180.13,No
CUST-11603,Male,0,No,No,8,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),50.08,378.8,No
CUST-11604,Female,0,Yes,No,8,Yes,DSL,No,No internet service,Two year,No,Bank transfer (automatic),57.5,478.54,No
CUST-11605,Female,0,Yes,Yes,5,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,83.53,423.78,No
CUST-11606,Male,1,No,No,16,Yes,DSL,No internet service,Yes,Two year,No,Electronic check,57.83,865.0,No
CUST-11607,Male,0,No,No,72,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,23.04,1691.21,No
CUST-11608,Male,0,No,No,26,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,76.88,1905.37,No
CUST-11609,Female,0,Yes,Yes,17,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,115.54,2017.63,No
CUST-11610,Male,0,No,Yes,1,Yes,DSL,No,No,One year,No,Credit card (automatic),66.27,61.41,No
CUST-11611,Male,0,Yes,No,6,Yes,DSL,Yes,No internet service,Two year,No,Electronic check,62.1,390.22,No
CUST-11612,Female,0,Yes,No,72,Yes,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,93.57,7022.68,Yes
CUST-11613,Female,0,Yes,Yes,21,Yes,Fiber optic,Yes,No internet service,Two year,No,Credit card (automatic),78.18,1548.88,No
CUST-11614,Female,0,Yes,No,49,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,46.93,2259.71,Yes
CUST-11615,Male,0,Yes,No,22,Yes,Fiber optic,Yes,No,Two year,No,Bank transfer (automatic),106.31,2159.55,No
CUST-11616,Female,1,No,No,16,Yes,Fiber optic,No,Yes,One year,Yes,Electronic check,64.55,1051.38,No
CUST-11617,Female,0,Yes,Yes,4,No,DSL,No,No internet service,Two year,No,Bank transfer (automatic),83.42,321.49,No
CUST-11618,Female,1,No,Yes,14,Yes,DSL,No internet service,No,Two year,Yes,Credit card (automatic),54.01,690.12,Yes
CUST-11619,Male,0,Yes,Yes,62,Yes,DSL,No,No internet service,Month-to-month,No,Credit card (automatic),59.41,3479.16,No
CUST-11620,Female,0,No,No,30,Yes,DSL,No internet service,Yes,One year,No,Electronic check,59.61,1823.99,No
CUST-11621,Female,1,No,Yes,5,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,102.19,513.79,Yes
CUST-11622,Male,0,No,No,2,Yes,No,No internet service,No,Two year,Yes,Mailed check,30.51,62.88,No
CUST-11623,Male,0,No,No,9,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),96.05,779.02,Yes
CUST-11624,Male,0,No,No,3,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),85.44,265.78,Yes
CUST-11625,Female,0,Yes,No,2,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,58.84,121.82,No
CUST-11626,Female,0,No,No,25,Yes,DSL,Yes,No,Two year,Yes,Electronic check,47.24,1104.83,Yes
CUST-11627,Male,0,No,Yes,39,Yes,DSL,No,No,Two year,Yes,Bank transfer (automatic),45.87,1764.97,No
CUST-11628,Female,0,Yes,No,13,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,18.0,226.91,No
CUST-11629,Male,0,Yes,Yes,49,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.86,4152.09,Yes
CUST-11630,Female,0,No,Yes,11,No,DSL,No,No,Two year,No,Mailed check,55.81,582.9,No
CUST-11631,Male,0,Yes,Yes,3,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,82.55,246.54,Yes
CUST-11632,Female,0,No,No,6,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),84.64,529.46,No
CUST-11633,Female,0,No,Yes,8,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,110.68,899.94,No
CUST-11634,Female,0,Yes,No,23,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,61.67,1344.05,No
CUST-11635,Male,0,No,Yes,11,Yes,No,Yes,No,Two year,No,Mailed check,29.89,339.21,No
CUST-11636,Female,0,No,No,46,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),83.81,3532.8,No
CUST-11637,Male,0,No,No,9,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,44.41,384.05,Yes
CUST-11638,Female,0,No,Yes,4,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,43.67,166.72,Yes
CUST-11639,Male,1,Yes,No,12,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),63.27,752.35,No
CUST-11640,Male,0,No,Yes,17,Yes,Fiber optic,No internet service,No,Two year,No,Credit card (automatic),72.33,1206.14,No
CUST-11641,Male,0,Yes,Yes,72,Yes,DSL,No,No internet service,One year,No,Electronic check,85.27,6024.49,No
CUST-11642,Male,0,No,No,63,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),32.95,2049.93,No
CUST-11643,Male,0,Yes,Yes,72,Yes,No,No internet service,No,Month-to-month,No,Electronic check,29.36,2070.87,No
CUST-11644,Female,0,Yes,Yes,23,Yes,Fiber optic,No internet service,No,Two year,No,Electronic check,92.57,2191.33,No
CUST-11645,Male,0,Yes,No,4,Yes,DSL,No internet service,No,Two year,Yes,Mailed check,73.68,288.81,No
CUST-11646,Male,0,No,No,33,Yes,Fiber optic,No,No internet service,Month-to-month,No,Credit card (automatic),119.27,3876.9,No
CUST-11647,Female,0,No,No,47,Yes,Fiber optic,Yes,Yes,One year,Yes,Bank transfer (automatic),94.71,4091.59,No
CUST-11648,Male,0,No,No,34,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,33.05,1106.85,No
CUST-11649,Male,0,Yes,No,1,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),83.02,85.36,Yes
CUST-11650,Female,0,No,No,24,Yes,DSL,Yes,Yes,One year,Yes,Electronic check,50.66,1176.76,No
CUST-11651,Female,1,Yes,Yes,72,Yes,DSL,No,No internet service,Month-to-month,No,Credit card (automatic),37.18,2658.09,No
CUST-11652,Female,1,Yes,No,49,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,96.41,4938.72,No
CUST-11653,Female,1,No,No,8,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,61.26,481.59,No
CUST-11654,Female,1,Yes,Yes,24,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,100.38,2204.33,No
CUST-11655,Male,0,No,Yes,40,Yes,DSL,No internet service,No,Month-to-month,Yes,Electronic check,55.46,2153.98,No
CUST-11656,Female,0,Yes,Yes,2,Yes,No,No internet service,No,Two year,Yes,Mailed check,21.19,42.33,No
CUST-11657,Female,0,No,No,0,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,76.94,,Yes
CUST-11658,Male,0,No,No,57,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),96.03,5533.51,Yes
CUST-11659,Female,0,Yes,No,19,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),105.13,1908.05,No
CUST-11660,Female,0,Yes,No,1,No,Fiber optic,No internet service,Yes,One year,Yes,Electronic check,81.41,77.77,No
CUST-11661,Female,0,Yes,No,2,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,84.5,168.82,No
CUST-11662,Male,0,Yes,Yes,9,Yes,DSL,Yes,No internet service,One year,No,Bank transfer (automatic),78.85,698.48,Yes
CUST-11663,Male,0,Yes,No,1,Yes,DSL,Yes,No internet service,Month-to-month,No,Electronic check,67.99,64.32,Yes
CUST-11664,Male,0,No,Yes,72,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,81.61,5803.52,Yes
CUST-11665,Female,1,No,No,62,Yes,Fiber optic,No internet service,Yes,Two year,No,Bank transfer (automatic),79.19,5083.9,No
CUST-11666,Female,0,Yes,No,46,Yes,No,No,No,One year,No,Bank transfer (automatic),25.63,1131.72,No
CUST-11667,Female,0,Yes,No,25,Yes,DSL,Yes,No internet service,One year,No,Bank transfer (automatic),52.4,1281.0,No
CUST-11668,Female,0,No,No,0,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,67.14,,Yes
CUST-11669,Male,0,Yes,Yes,0,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),71.72,,Yes
CUST-11670,Male,1,Yes,No,0,Yes,DSL,No internet service,No,Month-to-month,Yes,Credit card (automatic),68.58,,Yes
CUST-11671,Male,1,Yes,Yes,17,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,23.34,405.46,No
CUST-11672,Male,0,No,No,5,Yes,DSL,No,No,Two year,No,Mailed check,88.26,409.32,No
CUST-11673,Male,0,No,No,56,No,Fiber optic,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),59.21,3108.0,No
CUST-11674,Male,0,No,No,6,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,70.27,415.45,No
CUST-11675,Male,0,No,No,2,Yes,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.74,124.23,Yes
CUST-11676,Male,0,No,No,6,Yes,No,No internet service,No,One year,Yes,Mailed check,18.0,110.62,No
CUST-11677,Female,0,Yes,No,18,Yes,DSL,No,Yes,One year,Yes,Electronic check,53.86,990.58,No
CUST-11678,Male,0,Yes,No,18,Yes,Fiber optic,No,No internet service,Month-to-month,No,Credit card (automatic),103.2,1809.61,Yes
CUST-11679,Male,0,Yes,No,8,Yes,Fiber optic,No,No,Two year,No,Electronic check,61.74,457.67,No
CUST-11680,Male,0,No,No,2,Yes,DSL,No,No,Month-to-month,No,Electronic check,62.04,115.06,No
CUST-11681,Female,0,Yes,No,20,Yes,Fiber optic,No,No internet service,One year,No,Mailed check,79.0,1508.19,No
CUST-11682,Male,0,Yes,No,10,Yes,DSL,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),51.03,498.11,No
CUST-11683,Female,0,No,Yes,42,Yes,No,No,No,One year,Yes,Bank transfer (automatic),18.0,757.19,Yes
CUST-11684,Male,0,Yes,No,6,Yes,DSL,No,Yes,Two year,No,Electronic check,50.63,311.87,No
CUST-11685,Male,1,No,No,6,Yes,Fiber optic,No internet service,No internet service,Two year,No,Credit card (automatic),88.28,551.51,No
CUST-11686,Female,0,No,Yes,6,Yes,Fiber optic,Yes,Yes,One year,Yes,Bank transfer (automatic),76.31,460.2,No
CUST-11687,Male,0,Yes,No,23,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,84.6,2010.03,No
CUST-11688,Male,0,Yes,No,19,Yes,DSL,Yes,No internet service,One year,Yes,Bank transfer (automatic),46.72,915.43,No
CUST-11689,Female,0,No,No,21,No,Fiber optic,No,No,Two year,Yes,Credit card (automatic),104.37,2009.11,No
CUST-11690,Female,0,No,No,7,Yes,No,No,Yes,One year,No,Mailed check,35.68,253.76,No
CUST-11691,Female,0,No,Yes,43,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,38.78,1565.99,No
CUST-11692,Male,0,No,No,41,Yes,DSL,No internet service,Yes,Month-to-month,No,Electronic check,70.02,2688.33,No
CUST-11693,Male,0,Yes,No,17,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),81.26,1401.12,No
CUST-11694,Female,0,Yes,No,62,Yes,DSL,No internet service,No,One year,Yes,Electronic check,57.37,3451.75,No
CUST-11695,Male,0,No,No,34,Yes,No,No internet service,Yes,Two year,No,Electronic check,28.92,911.7,No
CUST-11696,Male,0,Yes,Yes,20,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),30.93,569.99,No
CUST-11697,Male,0,No,No,56,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,57.18,3039.56,No
CUST-11698,Male,0,Yes,No,0,Yes,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),83.18,,No
CUST-11699,Male,0,Yes,Yes,41,Yes,No,No,No,Two year,No,Mailed check,29.05,1091.87,No
CUST-11700,Female,0,Yes,No,37,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),20.54,732.88,No
CUST-11701,Male,0,No,No,19,Yes,Fiber optic,No,No internet service,Two year,Yes,Credit card (automatic),98.9,1731.52,No
CUST-11702,Male,0,No,No,47,Yes,No,Yes,No,Month-to-month,No,Mailed check,18.91,826.23,Yes
CUST-11703,Male,0,No,No,55,Yes,Fiber optic,No internet service,No,Two year,Yes,Mailed check,89.34,4819.87,No
CUST-11704,Male,0,Yes,Yes,72,No,DSL,No,Yes,Month-to-month,Yes,Mailed check,54.61,3954.91,Yes
CUST-11705,Male,0,No,No,44,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,90.64,3900.93,Yes
CUST-11706,Female,0,Yes,No,1,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),94.41,91.22,No
CUST-11707,Male,0,No,No,15,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18.61,258.42,No
CUST-11708,Male,0,No,No,39,No,DSL,No,No internet service,Two year,No,Electronic check,32.27,1193.22,No
CUST-11709,Male,0,Yes,No,8,Yes,DSL,No,No,Month-to-month,Yes,Credit card (automatic),54.87,421.29,Yes
CUST-11710,Male,0,No,Yes,47,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,92.22,4550.57,No
